No., Day,DD,MMM,YYYY, N1,N2,N3,N4,N5,N6,BN,,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,,Delta Diff1,Delta Diff2,Delta Diff3,Delta Diff4,Delta Diff5,Delta Diff6,,,Guess1,Guess2,Guess3,Guess4,Guess5,Guess6,Sum,Check1,Check2,Check3,Check4,Check5,Check6
2273, Wed,4,Oct,2017,12,20,32,38,48,54,5,,12,8,12,6,10,6,,-1,3,9,-3,-10,2,,,4,2,4,9,8,12,39,4,6,6,13,17,20
2272, Sat,30,Sep,2017,13,18,21,30,50,54,20,,13,5,3,9,20,4,,-17,0,-7,7,15,1,,,4,6,3,8,11,10,42,4,10,9,11,19,21
2271, Wed,27,Sep,2017,30,35,45,47,52,55,40,,30,5,10,2,5,3,,13,4,2,-11,-10,1,,,2,1,4,9,13,12,41,2,3,5,13,22,25
2270, Sat,23,Sep,2017,17,18,26,39,54,56,57,,17,1,8,13,15,2,,9,-11,3,-12,14,-5,,,2,8,2,9,8,10,39,2,10,10,11,17,18
2269, Wed,20,Sep,2017,8,20,25,50,51,58,45,,8,12,5,25,1,7,,7,7,-20,19,-11,6,,,3,6,5,8,12,10,44,3,9,11,13,20,22
2268, Sat,16,Sep,2017,1,6,31,37,49,50,38,,1,5,25,6,12,1,,-3,-2,22,-1,4,-26,,,2,7,2,7,16,9,43,2,9,9,9,23,25
2267, Wed,13,Sep,2017,4,11,14,21,29,56,27,,4,7,3,7,8,27,,0,4,-3,-29,1,25,,,2,4,7,7,8,11,39,2,6,11,14,15,19
2266, Sat,9,Sep,2017,4,7,13,49,56,58,6,,4,3,6,36,7,2,,-12,-11,2,20,5,1,,,3,6,4,8,16,16,53,3,9,10,12,24,32
2265, Wed,6,Sep,2017,16,30,34,50,52,53,46,,16,14,4,16,2,1,,-14,11,2,11,1,-17,,,3,1,4,8,11,14,41,3,4,5,12,19,25
2264, Sat,2,Sep,2017,30,33,35,40,41,59,8,,30,3,2,5,1,18,,-4,-5,-2,-6,0,17,,,5,7,8,9,12,15,56,5,12,15,17,21,27
2263, Wed,30,Aug,2017,34,42,46,57,58,59,38,,34,8,4,11,1,1,,14,3,-5,4,0,-9,,,5,4,3,9,8,13,42,5,9,7,12,17,21
2262, Sat,26,Aug,2017,20,25,34,41,42,52,58,,20,5,9,7,1,10,,12,-3,4,-13,-2,-2,,,1,8,3,7,12,16,47,1,9,11,10,19,28
2261, Wed,23,Aug,2017,8,16,21,41,44,56,45,,8,8,5,20,3,12,,-4,-5,-9,13,-3,9,,,2,4,1,9,8,10,34,2,6,5,10,17,18
2260, Sat,19,Aug,2017,12,25,39,46,52,55,3,,12,13,14,7,6,3,,5,3,3,-8,5,2,,,5,3,6,7,14,15,50,5,8,9,13,21,29
2259, Wed,16,Aug,2017,7,17,28,43,44,45,54,,7,10,11,15,1,1,,-3,-7,-11,12,-2,0,,,5,8,5,8,10,14,50,5,13,13,13,18,24
2258, Sat,12,Aug,2017,10,27,49,52,55,56,17,,10,17,22,3,3,1,,5,13,6,-6,-14,-7,,,2,8,1,8,8,16,43,2,10,9,9,16,24
2257, Wed,9,Aug,2017,5,9,25,34,51,59,44,,5,4,16,9,17,8,,-9,-6,10,-6,13,1,,,2,3,4,9,11,14,43,2,5,7,13,20,25
2256, Sat,5,Aug,2017,14,24,30,45,49,56,27,,14,10,6,15,4,7,,10,8,-12,4,-6,0,,,1,1,7,7,15,14,45,1,2,8,14,22,29
2255, Wed,2,Aug,2017,4,6,24,35,45,52,8,,4,2,18,11,10,7,,3,-23,3,-3,9,4,,,4,1,4,9,11,14,43,4,5,5,13,20,25
2254, Sat,29,Jul,2017,1,26,41,55,56,59,36,,1,25,15,14,1,3,,-4,20,-4,8,-19,2,,,2,1,3,8,13,9,36,2,3,4,11,21,22
2253, Wed,26,Jul,2017,5,10,29,35,55,56,30,,5,5,19,6,20,1,,0,-3,11,-8,14,-5,,,5,6,3,7,11,11,43,5,11,9,10,18,22
2252, Sat,22,Jul,2017,5,13,21,35,41,47,23,,5,8,8,14,6,6,,3,4,0,12,-3,-5,,,2,7,1,8,9,11,38,2,9,8,9,17,20
2251, Wed,19,Jul,2017,2,6,14,16,25,36,42,,2,4,8,2,9,11,,-5,3,2,-31,0,9,,,4,2,7,8,9,14,44,4,6,9,15,17,23
2250, Sat,15,Jul,2017,7,8,14,47,56,58,23,,7,1,6,33,9,2,,0,-6,1,14,7,-3,,,4,4,5,8,11,8,40,4,8,9,13,19,19
2249, Wed,12,Jul,2017,7,14,19,38,40,45,18,,7,7,5,19,2,5,,6,-3,-2,10,-3,-13,,,1,5,1,9,9,10,35,1,6,6,10,18,19
2248, Sat,8,Jul,2017,1,11,18,27,32,50,25,,1,10,7,9,5,18,,-15,8,0,7,3,-10,,,5,6,3,7,11,16,48,5,11,9,10,18,27
2247, Wed,5,Jul,2017,16,18,25,27,29,57,4,,16,2,7,2,2,28,,14,-15,-10,-14,0,23,,,1,1,7,9,11,15,44,1,2,8,16,20,26
2246, Sat,1,Jul,2017,2,19,36,52,54,59,6,,2,17,17,16,2,5,,0,9,6,14,-29,3,,,2,1,3,8,10,16,40,2,3,4,11,18,26
2245, Wed,28,Jun,2017,2,10,21,23,54,56,44,,2,8,11,2,31,2,,-2,-4,1,-11,28,-10,,,5,3,3,7,14,11,43,5,8,6,10,21,25
2244, Sat,24,Jun,2017,4,16,26,39,42,54,24,,4,12,10,13,3,12,,3,10,8,7,-1,-16,,,5,6,4,9,9,11,44,5,11,10,13,18,20
2243, Wed,21,Jun,2017,1,3,5,11,15,43,48,,1,2,2,6,4,28,,0,-8,-3,2,0,8,,,1,5,4,8,8,12,38,1,6,9,12,16,20
2242, Sat,17,Jun,2017,1,11,16,20,24,44,42,,1,10,5,4,4,20,,-1,8,-5,-5,-7,8,,,1,8,8,8,9,15,49,1,9,16,16,17,24
2241, Wed,14,Jun,2017,2,4,14,23,34,46,45,,2,2,10,9,11,12,,-8,-6,0,2,10,-2,,,3,2,2,9,8,13,37,3,5,4,11,17,21
2240, Sat,10,Jun,2017,10,18,28,35,36,50,2,,10,8,10,7,1,14,,4,6,6,-17,0,10,,,2,6,7,8,12,10,45,2,8,13,15,20,22
2239, Wed,7,Jun,2017,6,8,12,36,37,41,50,,6,2,4,24,1,4,,-6,-5,2,7,-8,0,,,2,4,3,9,9,16,43,2,6,7,12,18,25
2238, Sat,3,Jun,2017,12,19,21,38,47,51,48,,12,7,2,17,9,4,,-6,2,-3,-7,5,1,,,4,2,8,9,15,12,50,4,6,10,17,24,27
2237, Wed,31,May,2017,18,23,28,52,56,59,36,,18,5,5,24,4,3,,-2,3,-4,16,2,-10,,,4,2,3,8,16,10,43,4,6,5,11,24,26
2236, Sat,27,May,2017,20,22,31,39,41,54,33,,20,2,9,8,2,13,,17,-25,-5,7,-8,9,,,3,3,5,7,15,8,41,3,6,8,12,22,23
2235, Wed,24,May,2017,3,30,44,45,55,59,37,,3,27,14,1,10,4,,-4,26,9,-15,-4,-6,,,3,1,3,8,8,13,36,3,4,4,11,16,21
2234, Sat,20,May,2017,7,8,13,29,43,53,16,,7,1,5,16,14,10,,4,-15,4,12,8,2,,,2,1,8,7,13,12,43,2,3,9,15,20,25
2233, Wed,17,May,2017,3,19,20,24,30,38,41,,3,16,1,4,6,8,,-4,9,0,-2,4,-26,,,2,8,4,9,9,15,47,2,10,12,13,18,24
2232, Sat,13,May,2017,7,14,15,21,23,57,52,,7,7,1,6,2,34,,0,2,-4,-12,0,13,,,3,1,8,7,16,16,51,3,4,9,15,23,32
2231, Wed,10,May,2017,7,12,17,35,37,58,25,,7,5,5,18,2,21,,2,-24,3,16,1,12,,,2,1,4,8,13,14,42,2,3,5,12,21,27
2230, Sat,6,May,2017,5,34,36,38,39,48,30,,5,29,2,2,1,9,,-8,20,0,-8,-6,-7,,,5,1,3,8,13,13,43,5,6,4,11,21,26
2229, Wed,3,May,2017,13,22,24,34,41,57,40,,13,9,2,10,7,16,,-11,4,1,4,-3,14,,,4,7,3,7,8,15,44,4,11,10,10,15,23
2228, Sat,29,Apr,2017,24,29,30,36,46,48,7,,24,5,1,6,10,2,,12,2,-14,-7,6,-10,,,4,7,4,7,12,12,46,4,11,11,11,19,24
2227, Wed,26,Apr,2017,12,15,30,43,47,59,41,,12,3,15,13,4,12,,8,1,-13,10,-1,2,,,5,4,8,8,13,14,52,5,9,12,16,21,27
2226, Sat,22,Apr,2017,4,6,34,37,42,52,24,,4,2,28,3,5,10,,0,-21,8,-4,4,6,,,5,8,8,9,15,16,61,5,13,16,17,24,31
2225, Wed,19,Apr,2017,4,27,47,54,55,59,45,,4,23,20,7,1,4,,-4,21,14,4,-3,-4,,,5,1,2,9,14,12,43,5,6,3,11,23,26
2224, Sat,15,Apr,2017,8,10,16,19,23,31,48,,8,2,6,3,4,8,,5,-11,-12,-5,-3,5,,,2,7,2,9,11,13,44,2,9,9,11,20,24
2223, Wed,12,Apr,2017,3,16,34,42,49,52,50,,3,13,18,8,7,3,,-11,4,5,-1,5,0,,,3,5,8,7,8,15,46,3,8,13,15,15,23
2222, Sat,8,Apr,2017,14,23,36,45,47,50,21,,14,9,13,9,2,3,,4,3,11,-5,-8,0,,,1,7,2,7,16,8,41,1,8,9,9,23,24
2221, Wed,5,Apr,2017,10,16,18,32,42,45,30,,10,6,2,14,10,3,,9,5,-7,2,8,-26,,,3,1,6,7,13,14,44,3,4,7,13,20,27
2220, Sat,1,Apr,2017,1,2,11,23,25,54,14,,1,1,9,12,2,29,,-4,0,-1,-4,-8,20,,,5,5,1,7,10,11,39,5,10,6,8,17,21
2219, Wed,29,Mar,2017,5,6,16,32,42,51,39,,5,1,10,16,10,9,,-34,-8,6,15,9,5,,,3,3,2,9,15,13,45,3,6,5,11,24,28
2218, Sat,25,Mar,2017,39,48,52,53,54,58,28,,39,9,4,1,1,4,,33,4,3,-6,-7,0,,,3,1,4,8,10,14,40,3,4,5,12,18,24
2217, Wed,22,Mar,2017,6,11,12,19,27,31,42,,6,5,1,7,8,4,,3,0,-10,0,-3,0,,,2,3,2,8,16,9,40,2,5,5,10,24,25
2216, Sat,18,Mar,2017,3,8,19,26,37,41,43,,3,5,11,7,11,4,,-3,-13,8,-4,10,-15,,,5,4,2,7,12,14,44,5,9,6,9,19,26
2215, Wed,15,Mar,2017,6,24,27,38,39,58,55,,6,18,3,11,1,19,,0,9,-5,5,-25,17,,,5,2,1,9,11,9,37,5,7,3,10,20,20
2214, Sat,11,Mar,2017,6,15,23,29,55,57,46,,6,9,8,6,26,2,,-5,1,5,-14,25,-4,,,2,5,8,8,16,10,49,2,7,13,16,24,26
2213, Wed,8,Mar,2017,11,19,22,42,43,49,48,,11,8,3,20,1,6,,-13,-6,2,19,-8,-1,,,4,6,6,9,14,8,47,4,10,12,15,23,22
2212, Sat,4,Mar,2017,24,38,39,40,49,56,21,,24,14,1,1,9,7,,22,9,-13,0,-16,1,,,2,3,6,9,10,13,43,2,5,9,15,19,23
2211, Wed,1,Mar,2017,2,7,21,22,47,53,42,,2,5,14,1,25,6,,-16,-1,4,-3,22,-2,,,2,4,4,9,15,13,47,2,6,8,13,24,28
2210, Sat,25,Feb,2017,18,24,34,38,41,49,26,,18,6,10,4,3,8,,17,-9,-2,1,-4,-8,,,1,7,2,7,11,14,42,1,8,9,9,18,25
2209, Wed,22,Feb,2017,1,16,28,31,38,54,5,,1,15,12,3,7,16,,-10,13,4,-13,-5,6,,,3,8,7,7,13,8,46,3,11,15,14,20,21
2208, Sat,18,Feb,2017,11,13,21,37,49,59,4,,11,2,8,16,12,10,,-6,-4,3,6,3,1,,,5,7,5,7,11,8,43,5,12,12,12,18,19
2207, Wed,15,Feb,2017,17,23,28,38,47,56,31,,17,6,5,10,9,9,,2,3,0,-9,8,0,,,5,8,6,8,14,8,49,5,13,14,14,22,22
2206, Sat,11,Feb,2017,15,18,23,42,43,52,28,,15,3,5,19,1,9,,8,-13,-13,16,-4,4,,,4,4,2,8,13,13,44,4,8,6,10,21,26
2205, Wed,8,Feb,2017,7,23,41,44,49,54,37,,7,16,18,3,5,5,,1,13,0,0,-5,-5,,,3,2,6,8,14,8,41,3,5,8,14,22,22
2204, Sat,4,Feb,2017,6,9,27,30,40,50,22,,6,3,18,3,10,10,,0,1,11,-13,-4,-3,,,1,4,7,9,14,13,48,1,5,11,16,23,27
2203, Wed,1,Feb,2017,6,8,15,31,45,58,39,,6,2,7,16,14,13,,1,-14,5,5,5,11,,,4,3,8,9,12,16,52,4,7,11,17,21,28
2202, Sat,28,Jan,2017,5,21,23,34,43,45,20,,5,16,2,11,9,2,,1,11,-9,8,-5,-14,,,5,7,5,7,14,9,47,5,12,12,12,21,23
2201, Wed,25,Jan,2017,4,9,20,23,37,53,39,,4,5,11,3,14,16,,0,-4,-13,0,2,10,,,1,8,2,7,8,16,42,1,9,10,9,15,24
2200, Sat,21,Jan,2017,4,13,37,40,52,58,51,,4,9,24,3,12,6,,-4,3,18,-4,11,-19,,,4,2,6,8,10,10,40,4,6,8,14,18,20
2199, Wed,18,Jan,2017,8,14,20,27,28,53,45,,8,6,6,7,1,25,,-6,1,4,-8,-16,24,,,4,2,2,9,11,10,38,4,6,4,11,20,21
2198, Sat,14,Jan,2017,14,19,21,36,53,54,33,,14,5,2,15,17,1,,-7,0,-1,9,6,-12,,,4,4,2,7,9,12,38,4,8,6,9,16,21
2197, Wed,11,Jan,2017,21,26,29,35,46,59,10,,21,5,3,6,11,13,,13,-3,-14,3,2,7,,,5,7,1,9,10,16,48,5,12,8,10,19,26
2196, Sat,7,Jan,2017,8,16,33,36,45,51,38,,8,8,17,3,9,6,,-2,-11,9,-2,3,5,,,3,3,2,8,16,12,44,3,6,5,10,24,28
2195, Wed,4,Jan,2017,10,29,37,42,48,49,32,,10,19,8,5,6,1,,0,12,-10,-1,-4,-2,,,5,4,2,9,15,14,49,5,9,6,11,24,29
2194, Sat,31,Dec,2016,10,17,35,41,51,54,25,,10,7,18,6,10,3,,5,-28,11,5,6,1,,,1,5,1,8,8,16,39,1,6,6,9,16,24
2193, Wed,28,Dec,2016,5,40,47,48,52,54,33,,5,35,7,1,4,2,,-11,32,-3,-16,-4,-2,,,5,1,6,9,8,13,42,5,6,7,15,17,21
2192, Sat,24,Dec,2016,16,19,29,46,54,58,12,,16,3,10,17,8,4,,6,0,1,4,1,-6,,,2,6,4,8,8,14,42,2,8,10,12,16,22
2191, Wed,21,Dec,2016,10,13,22,35,42,52,27,,10,3,9,13,7,10,,8,-6,2,-1,-1,-4,,,3,1,2,9,9,8,32,3,4,3,11,18,17
2190, Sat,17,Dec,2016,2,11,18,32,40,54,8,,2,9,7,14,8,14,,-1,5,6,13,-23,-4,,,4,8,6,7,15,13,53,4,12,14,13,22,28
2189, Wed,14,Dec,2016,3,7,8,9,40,58,36,,3,4,1,1,31,18,,-8,-11,-4,0,30,5,,,1,1,7,7,14,15,45,1,2,8,14,21,29
2188, Sat,10,Dec,2016,11,26,31,32,33,46,20,,11,15,5,1,1,13,,-5,4,1,0,-11,-1,,,2,6,2,7,12,12,41,2,8,8,9,19,24
2187, Wed,7,Dec,2016,16,27,31,32,44,58,42,,16,11,4,1,12,14,,13,6,3,-9,10,-19,,,2,4,8,9,8,14,45,2,6,12,17,17,22
2186, Sat,3,Dec,2016,3,8,9,19,21,54,31,,3,5,1,10,2,33,,-7,-5,-4,-4,-4,23,,,1,2,1,9,16,14,43,1,3,3,10,25,30
2185, Wed,30,Nov,2016,10,20,25,39,45,55,22,,10,10,5,14,6,10,,9,9,-21,2,-2,9,,,5,6,2,8,11,8,40,5,11,8,10,19,19
2184, Sat,26,Nov,2016,1,2,28,40,48,49,17,,1,1,26,12,8,1,,-1,-1,22,-5,-5,0,,,5,3,7,9,14,11,49,5,8,10,16,23,25
2183, Wed,23,Nov,2016,2,4,8,25,38,39,29,,2,2,4,17,13,1,,-3,0,3,9,1,-8,,,1,5,7,7,13,8,41,1,6,12,14,20,21
2182, Sat,19,Nov,2016,5,7,8,16,28,37,40,,5,2,1,8,12,9,,-2,-3,-20,-6,9,8,,,3,1,2,8,14,13,41,3,4,3,10,22,27
2181, Wed,16,Nov,2016,7,12,33,47,50,51,40,,7,5,21,14,3,1,,4,-3,16,-1,-10,-10,,,2,7,4,8,8,16,45,2,9,11,12,16,24
2180, Sat,12,Nov,2016,3,11,16,31,44,55,8,,3,8,5,15,13,11,,-9,7,-12,11,8,-2,,,5,4,7,9,9,13,47,5,9,11,16,18,22
2179, Wed,9,Nov,2016,12,13,30,34,39,52,38,,12,1,17,4,5,13,,4,-3,13,-6,-14,9,,,4,4,7,9,11,8,43,4,8,11,16,20,19
2178, Sat,5,Nov,2016,8,12,16,26,45,49,27,,8,4,4,10,19,4,,3,-5,-1,5,12,-3,,,4,2,8,9,16,9,48,4,6,10,17,25,25
2177, Wed,2,Nov,2016,5,14,19,24,31,38,29,,5,9,5,5,7,7,,-2,8,-3,-3,2,-22,,,3,7,8,8,13,9,48,3,10,15,16,21,22
2176, Sat,29,Oct,2016,7,8,16,24,29,58,42,,7,1,8,8,5,29,,2,-5,-8,6,-18,28,,,5,8,8,8,13,10,52,5,13,16,16,21,23
2175, Wed,26,Oct,2016,5,11,27,29,52,53,13,,5,6,16,2,23,1,,-4,-4,9,1,5,-4,,,2,6,8,7,8,16,47,2,8,14,15,15,24
2174, Sat,22,Oct,2016,9,19,26,27,45,50,23,,9,10,7,1,18,5,,7,9,6,-27,-4,0,,,3,1,8,9,16,13,50,3,4,9,17,25,29
2173, Wed,19,Oct,2016,2,3,4,32,54,59,12,,2,1,1,28,22,5,,-12,-1,-8,11,18,0,,,4,8,5,8,12,10,47,4,12,13,13,20,22
2172, Sat,15,Oct,2016,14,16,25,42,46,51,53,,14,2,9,17,4,5,,12,-18,2,16,-2,-17,,,2,6,4,8,8,12,40,2,8,10,12,16,20
2171, Wed,12,Oct,2016,2,22,29,30,36,58,53,,2,20,7,1,6,22,,-9,14,4,-11,-2,20,,,2,6,2,7,8,13,38,2,8,8,9,15,21
2170, Sat,8,Oct,2016,11,17,20,32,40,42,27,,11,6,3,12,8,2,,0,1,-6,0,2,1,,,5,7,4,7,13,9,45,5,12,11,11,20,22
2169, Wed,5,Oct,2016,11,16,25,37,43,44,39,,11,5,9,12,6,1,,7,4,-4,2,-9,-14,,,1,6,4,8,13,13,45,1,7,10,12,21,26
2168, Sat,1,Oct,2016,4,5,18,28,43,58,55,,4,1,13,10,15,15,,-15,-9,5,6,5,13,,,1,3,3,7,12,11,37,1,4,6,10,19,23
2167, Wed,28,Sep,2016,19,29,37,41,51,53,55,,19,10,8,4,10,2,,8,-3,-2,-5,9,-1,,,3,4,7,7,16,9,46,3,7,11,14,23,25
2166, Sat,24,Sep,2016,11,24,34,43,44,47,42,,11,13,10,9,1,3,,-9,12,3,4,-15,-4,,,1,2,2,7,10,10,32,1,3,4,9,17,20
2165, Wed,21,Sep,2016,20,21,28,33,49,56,43,,20,1,7,5,16,7,,10,-3,-4,1,-7,5,,,2,3,8,8,10,14,45,2,5,11,16,18,24
2164, Sat,17,Sep,2016,10,14,25,29,52,54,37,,10,4,11,4,23,2,,-6,-3,-1,-3,21,-12,,,1,3,3,9,12,15,43,1,4,6,12,21,27
2163, Wed,14,Sep,2016,16,23,35,42,44,58,28,,16,7,12,7,2,14,,10,-4,-8,-2,1,10,,,5,7,3,8,14,15,52,5,12,10,11,22,29
2162, Sat,10,Sep,2016,6,17,37,46,47,51,2,,6,11,20,9,1,4,,3,4,18,-8,0,-10,,,4,6,4,8,12,8,42,4,10,10,12,20,20
2161, Wed,7,Sep,2016,3,10,12,29,30,44,11,,3,7,2,17,1,14,,1,3,-9,6,-9,-3,,,2,1,4,7,13,16,43,2,3,5,11,20,29
2160, Sat,3,Sep,2016,2,6,17,28,38,55,37,,2,4,11,11,10,17,,-13,3,1,-8,8,15,,,3,5,8,7,11,12,46,3,8,13,15,18,23
2159, Wed,31,Aug,2016,15,16,26,45,47,49,50,,15,1,10,19,2,2,,10,-4,-2,18,-9,-18,,,1,5,6,9,8,12,41,1,6,11,15,17,20
2158, Sat,27,Aug,2016,5,10,22,23,34,54,8,,5,5,12,1,11,20,,1,-1,7,-21,10,-1,,,3,4,5,8,11,8,39,3,7,9,13,19,19
2157, Wed,24,Aug,2016,4,10,15,37,38,59,1,,4,6,5,22,1,21,,-4,-4,-3,13,-5,10,,,4,1,2,7,11,9,34,4,5,3,9,18,20
2156, Sat,20,Aug,2016,8,18,26,35,41,52,17,,8,10,8,9,6,11,,4,-1,-4,0,5,-11,,,3,7,7,7,13,9,46,3,10,14,14,20,22
2155, Wed,17,Aug,2016,4,15,27,36,37,59,55,,4,11,12,9,1,22,,-8,3,1,1,-3,19,,,4,3,8,9,16,9,49,4,7,11,17,25,25
2154, Sat,13,Aug,2016,12,20,31,39,43,46,38,,12,8,11,8,4,3,,1,2,-7,7,0,-16,,,3,6,5,9,15,16,54,3,9,11,14,24,31
2153, Wed,10,Aug,2016,11,17,35,36,40,59,39,,11,6,18,1,4,19,,-23,1,15,-4,-2,18,,,1,7,4,9,15,8,44,1,8,11,13,24,23
2152, Sat,6,Aug,2016,34,39,42,47,53,54,8,,34,5,3,5,6,1,,18,4,-2,-11,3,-13,,,4,3,5,7,11,16,46,4,7,8,12,18,27
2151, Wed,3,Aug,2016,16,17,22,38,41,55,5,,16,1,5,16,3,14,,2,-11,3,3,-7,8,,,4,8,4,8,15,14,53,4,12,12,12,23,29
2150, Sat,30,Jul,2016,14,26,28,41,51,57,48,,14,12,2,13,10,6,,5,-3,0,1,8,0,,,1,8,8,9,13,9,48,1,9,16,17,22,22
2149, Wed,27,Jul,2016,9,24,26,38,40,46,30,,9,15,2,12,2,6,,-10,14,-8,5,-15,1,,,3,6,8,9,16,9,51,3,9,14,17,25,25
2148, Sat,23,Jul,2016,19,20,30,37,54,59,25,,19,1,10,7,17,5,,1,-10,9,0,8,-8,,,2,6,6,9,10,14,47,2,8,12,15,19,24
2147, Wed,20,Jul,2016,18,29,30,37,46,59,23,,18,11,1,7,9,13,,8,7,-2,-8,5,-1,,,3,2,7,9,10,16,47,3,5,9,16,19,26
2146, Sat,16,Jul,2016,10,14,17,32,36,50,41,,10,4,3,15,4,14,,9,-17,-5,11,-19,13,,,5,2,6,8,15,14,50,5,7,8,14,23,29
2145, Wed,13,Jul,2016,1,22,30,34,57,58,51,,1,21,8,4,23,1,,0,19,-11,-3,16,-5,,,5,5,4,8,14,8,44,5,10,9,12,22,22
2144, Sat,9,Jul,2016,1,3,22,29,36,42,12,,1,2,19,7,7,6,,0,0,2,3,-7,5,,,3,8,8,9,9,8,45,3,11,16,17,18,17
2143, Wed,6,Jul,2016,1,3,20,24,38,39,4,,1,2,17,4,14,1,,-2,-4,10,1,9,-18,,,3,4,5,7,13,16,48,3,7,9,12,20,29
2142, Sat,2,Jul,2016,3,9,16,19,24,43,13,,3,6,7,3,5,19,,-7,-3,5,-21,4,9,,,4,5,1,9,9,16,44,4,9,6,10,18,25
2141, Wed,29,Jun,2016,10,19,21,45,46,56,2,,10,9,2,24,1,10,,-3,8,-2,20,-1,-22,,,2,3,2,7,11,11,36,2,5,5,9,18,22
2140, Sat,25,Jun,2016,13,14,18,22,24,56,16,,13,1,4,4,2,32,,2,-13,-7,1,1,15,,,3,2,5,7,11,15,43,3,5,7,12,18,26
2139, Wed,22,Jun,2016,11,25,36,39,40,57,37,,11,14,11,3,1,17,,1,7,2,-2,-3,14,,,2,5,8,7,9,10,41,2,7,13,15,16,19
2138, Sat,18,Jun,2016,10,17,26,31,35,38,47,,10,7,9,5,4,3,,8,-5,4,4,-5,-6,,,2,3,6,7,11,8,37,2,5,9,13,18,19
2137, Wed,15,Jun,2016,2,14,19,20,29,38,27,,2,12,5,1,9,9,,-2,-1,-8,-7,0,1,,,2,5,7,7,10,16,47,2,7,12,14,17,26
2136, Sat,11,Jun,2016,4,17,30,38,47,55,3,,4,13,13,8,9,8,,-24,8,3,2,3,5,,,4,8,1,7,11,14,45,4,12,9,8,18,25
2135, Wed,8,Jun,2016,28,33,43,49,55,58,21,,28,5,10,6,6,3,,21,-20,8,-8,-1,0,,,1,3,6,8,16,8,42,1,4,9,14,24,24
2134, Sat,4,Jun,2016,7,32,34,48,55,58,30,,7,25,2,14,7,3,,-16,21,-7,11,5,-5,,,3,5,1,9,13,12,43,3,8,6,10,22,25
2133, Wed,1,Jun,2016,23,27,36,39,41,49,6,,23,4,9,3,2,8,,15,2,-17,-1,-10,3,,,3,1,1,7,12,8,32,3,4,2,8,19,20
2132, Sat,28,May,2016,8,10,36,40,52,57,59,,8,2,26,4,12,5,,2,-12,13,-7,11,-5,,,3,1,8,8,8,14,42,3,4,9,16,16,22
2131, Wed,25,May,2016,6,20,33,44,45,55,16,,6,14,13,11,1,10,,0,13,1,2,-1,-12,,,1,8,5,7,8,8,37,1,9,13,12,15,16
2130, Sat,21,May,2016,6,7,19,28,30,52,46,,6,1,12,9,2,22,,5,-1,-13,3,-1,13,,,5,8,1,9,15,12,50,5,13,9,10,24,27
2129, Wed,18,May,2016,1,3,28,34,37,46,59,,1,2,25,6,3,9,,-8,-1,14,5,-5,-10,,,5,1,7,7,13,9,42,5,6,8,14,20,22
2128, Sat,14,May,2016,9,12,23,24,32,51,16,,9,3,11,1,8,19,,-4,-6,10,-9,-8,14,,,2,8,4,8,8,12,42,2,10,12,12,16,20
2127, Wed,11,May,2016,13,22,23,33,49,54,53,,13,9,1,10,16,5,,9,-1,-2,0,9,3,,,3,4,1,9,13,8,38,3,7,5,10,22,21
2126, Sat,7,May,2016,4,14,17,27,34,36,28,,4,10,3,10,7,2,,3,9,2,9,-9,1,,,2,1,2,9,10,13,37,2,3,3,11,19,23
2125, Wed,4,May,2016,1,2,3,4,20,21,22,,1,1,1,1,16,1,,0,0,-2,-32,1,-2,,,4,2,7,9,11,10,43,4,6,9,16,20,21
2124, Sat,30,Apr,2016,1,2,5,38,53,56,31,,1,1,3,33,15,3,,-11,-11,-2,28,10,-15,,,5,4,8,8,12,11,48,5,9,12,16,20,23
2123, Wed,27,Apr,2016,12,24,29,34,39,57,28,,12,12,5,5,5,18,,10,0,-7,-4,-4,3,,,1,5,8,8,9,15,46,1,6,13,16,17,24
2122, Sat,23,Apr,2016,2,14,26,35,44,59,24,,2,12,12,9,9,15,,1,6,10,8,7,-4,,,4,3,3,7,8,16,41,4,7,6,10,15,24
2121, Wed,20,Apr,2016,1,7,9,10,12,31,28,,1,6,2,1,2,19,,-1,3,-7,-27,-7,15,,,5,6,1,7,9,13,41,5,11,7,8,16,22
2120, Sat,16,Apr,2016,2,5,14,42,51,55,54,,2,3,9,28,9,4,,-11,1,7,26,-7,-18,,,5,2,7,9,11,11,45,5,7,9,16,20,22
2119, Wed,13,Apr,2016,13,15,17,19,35,57,21,,13,2,2,2,16,22,,-7,0,-1,-7,3,18,,,2,1,5,9,8,15,40,2,3,6,14,17,23
2118, Sat,9,Apr,2016,20,22,25,34,47,51,18,,20,2,3,9,13,4,,5,0,-11,-1,4,-3,,,4,2,8,7,11,12,44,4,6,10,15,18,23
2117, Wed,6,Apr,2016,15,17,31,41,50,57,5,,15,2,14,10,9,7,,8,-5,8,-3,-5,-1,,,3,1,5,8,11,15,43,3,4,6,13,19,26
2116, Sat,2,Apr,2016,7,14,20,33,47,55,15,,7,7,6,13,14,8,,2,-1,-5,6,5,7,,,3,6,7,7,10,10,43,3,9,13,14,17,20
2115, Wed,30,Mar,2016,5,13,24,31,40,41,7,,5,8,11,7,9,1,,0,1,-20,-1,7,-3,,,5,8,7,9,13,12,54,5,13,15,16,22,25
